Laycock Primary School,Laycock Lane,Keighley,BD22 0PP,Mrs Juliet Nove,,01274 636921,Maintained School,Community school,Primary,0,0
Lees Primary School,Haworth Road,Keighley,BD22 9DL,Mr Edward Whitehead,,01274 638520,Maintained School,Voluntary aided school,Primary,0,0
Ley Top Primary School,Avenel Road,Bradford,BD15 7PQ,Mrs Sandra Rouse,,01274 639377,Maintained School,Community school,Primary,0,0
Lidget Green Primary School,Birks Fold,Bradford,BD7 2QN,Mrs Christine Moran,,01535 653290,Maintained School,Community school,Primary,0,0
Lilycroft Primary School,Lilycroft Road,Bradford,BD9 5AD,Ms Nicola Roth,,01535 210666,Maintained School,Community school,Primary,0,0
Lister Primary School,Scotchman Road,Bradford,BD9 5AT,Mrs Gaynor Kilmister,,01535 210002,Maintained School,Voluntary aided school,Primary,0,0
Long Lee Primary School,Cherry Tree Rise,Keighley,BD21 4RU,Mrs A Vinnicombe,,01274 569447,Maintained School,Voluntary controlled school,Primary,0,0
Long Preston Endowed Voluntary Aided Primary School,Long Preston,Skipton,BD23 4PN,Mrs Elizabeth Martin,,01274 569447,Academy,Academy - Converter mainstream,Primary,0,0
Lothersdale Primary School,Lothersdale,Keighley,BD20 8HB,Mrs Joanne Robinson,,01535 653315,Maintained School,Community school,Primary,0,0
Low Ash Primary School,Wrose Road,Shipley,BD18 1AA,Mr Terry Woollin,,01535 633064,Maintained School,Community school,Primary,0,0
Low Moor CofE Primary School,Park House Road,Bradford,BD12 0NN,Mrs Yvonne Broadbent,,01535 632510,Academy,Academy - Converter mainstream,Primary,0,0
Lower Fields Primary Academy,Fenby Avenue,Bradford,BD4 8RG,Mrs Alex Gavin,,01535 633040,Maintained School,Community school,Primary,0,0
Margaret McMillan Primary School,Scotchman Road,Bradford,BD9 5DF,Mrs Lorraine Martin,,01535 632145,Maintained School,Community school,Primary,0,0
Marshfield Primary School,Thornton Lane,Bradford,BD5 9DS,Mrs Victoria Hartford,,01535 653293,Maintained School,Community school,Primary,0,0
Merlin Top Primary Academy,Braithwaite Avenue,Keighley,BD22 6HZ,Mrs L Heathcote,,01535 633682,Maintained School,Voluntary controlled school,Primary,0,0
Miriam Lord Community Primary School,Bavaria Place,Bradford,BD8 8RG,Mr Bryan Harrison,,01535 633116,Maintained School,Community school,Primary,0,0
Myrtle Park Primary School,Ash Terrace,Bingley,BD16 1HB,Mrs Sarah Crowther,,01535 605880,Academy,Academy - Converter mainstream,Primary,0,0
Nessfield Primary School,Nessfield Drive,Keighley,BD22 6NP,Mr Richard McIntosh,,01535 603868,Maintained School,Community school,Primary,0,0
Netherleigh and Rossefield School,Parsons Road,Bradford,BD9 4AY,Mr Richard McIntosh,,01535 604183,Maintained School,Community school,Primary,0,0
Newby Primary School,Ryan Street,Bradford,BD5 7DQ,Miss Janice Stephenson,,01535 604183,Academy,Academy - Converter mainstream,Primary,0,0
Newhall Park Primary School,Newhall Road,Bradford,BD4 6AF,Mrs Karren El Kheir,,01535 210110,Academy,Academy - Converter mainstream,Primary,0,0
Oakworth Primary School,Station Road,Keighley,BD22 7HX,Mrs Jenni Mayo,,01535 610212,Maintained School,Community school,Primary,0,0
Oasis Academy Lister Park,North Avenue,Bradford,BD8 7ND,Mr Ian Simpson,,01535 603832,Academy,Academy - Converter mainstream,Primary,0,0
Oastlers School,Flockton Road,Bradford,BD4 7RH,Mrs Lyndsey Brown,,01535 603986,Maintained School,Community school,Primary,0,0
Oldfield Primary School,Oldfield Lane,Keighley,BD22 0HZ,Mrs Angela Vinnicombe,,01535 632198,Maintained School,Community school,Primary,0,0
Olive Secondary Boys,Byron Street,Bradford,BD3 0AD,Mr Amjad Mohammed,,01535 642270,Maintained School,Community school,Primary,0,0
Olive Secondary Girls,Byron Street,Bradford,BD3 0AD,Mr Amjad Mohammed,,01535 605916,Academy,Academy - Converter mainstream,Primary,0,0
One In A Million Free School,Cliffe Terrace,Bradford,BD8 7DX,Mr Philip Grant,,01535 210028,Academy,Academy sponsor led mainstream,Primary,0,0
Our Lady and St Brendan's Catholic Primary School,The Bank,Bradford,BD10 0QA,Mrs Iris Cooper,,01535 607038,Special School,Academy - Converter special school,Primary,0,0
Our Lady of Victories Catholic School,Guard House Road,Keighley,BD22 6JP,Mr John Devlin,,01535 607149,Academy,Academy - Converter mainstream,Primary,0,0
Oxenhope CofE Primary School,Cross Lane,Keighley,BD22 9LH,Mr John Parkin,,01535 665628,Maintained School,Community school,Primary,0,0
Parkside School,Parkside Terrace,Bradford,BD13 5AD,Mr Andy Taylor,,01535 665628,Academy,Academy sponsor led mainstream,Primary,0,0
Parkwood Primary School,Parkwood Street,Keighley,BD21 4QH,Mr Richard Ballantine,,01535 604240,Academy,Academy sponsor led mainstream,Primary,0,0
Peel Park Primary School and Nursery,Peel Park Drive,Bradford,BD2 4PR,Mr Lloyd Mason-Edwards,,01535 642309,Academy,Academy - Converter mainstream,Primary,0,0
Pivot Academy,Rawfolds Way,Cleckheaton,BD19 5LH,Mr Andrew Kitterick,,01535 642359,Academy,Academy - Converter mainstream,Primary,0,0
Poplars Farm Primary School,Poplars Park Road,Bradford,BD2 1LQ,Mrs Jo Speak,,01535 643320,Academy,Academy - Converter mainstream,Primary,0,0
Princeville Primary School,Willowfield Street,Bradford,BD7 2AH,Mr Ryan Lewis,,01535 642271,Academy,Academy - Converter mainstream,Primary,0,0
Prism Independent School,Walker Drive,Bradford,BD8 9ES,Mrs Tricia Stevens,,01756 793026,Maintained School,Community school,Primary,0,0
Queensbury Academy,Deanstones Lane,Bradford,BD13 2AS,Mrs Colette Macklin,,01756 793787,Academy,Academy sponsor led mainstream,Primary,0,0
Rainbow Primary School,Nelson Street,Bradford,BD5 0HD,Miss Stephanie Ngenda of School,,01756 793159,Maintained School,Community school,Primary,0,0
Reevy Hill Primary School,Bedale Drive,Bradford,BD6 3ST,Mick McKenna,,01756 793314,Maintained School,Voluntary controlled school,Primary,0,0
Riddlesden St Mary's CofE Primary School,Grange Road,Keighley,BD20 5AB,Mrs L Wright,,01756 793609,Maintained School,Community school,Primary,0,0
Russell Hall Primary School,West End,Bradford,BD13 2AW,Mrs Andrea Grist,,01756 792910,Maintained School,Voluntary aided school,Primary,0,0
Ryecroft Primary Academy,Kesteven Close,Bradford,BD4 0LS,Mrs Helen Pearson,,01756 749433,Maintained School,Voluntary controlled school,Primary,0,0
Saltaire Primary School,Albert Road,Shipley,BD18 4NR,Mrs Sally Stoker,,01282 843381,Maintained School,Community school,Primary,0,0
Sandal Primary School,West Lane,Shipley,BD17 5DH,Mrs Louise Dale,,01729 830214,Maintained School,Voluntary aided school,Primary,0,0
Sandy Lane Primary School,Cottingley Road,Bradford,BD15 9JU,Mr John Cooper,,01729 850215,Maintained School,Community school,Primary,0,0
Scholes Village Primary School,Old Popplewell Lane,Cleckheaton,BD19 6DN,Mrs Samantha Marriott,,01729 840377,Maintained School,Voluntary aided school,Primary,0,0
Settle Church of England Voluntary Controlled Primary School,Bond Lane,Settle,BD24 9BW,Mr Richard Wright,,01756 760280,Maintained School,Community school,Primary,0,0
Settle College,Giggleswick,Settle,BD24 0AU,Mr Gareth Whitaker,,01756 752365,Maintained School,Voluntary controlled school,Primary,0,0
Shibden Head Primary Academy,Hainsworth Moor Grove,Bradford,BD13 2ND,Sarah Thornton,,01756 720273,Maintained School,Voluntary aided school,Primary,0,0
Shipley CofE Primary School,Otley Road,Shipley,BD18 2PT,Mrs Angela Smith,,01756 710378,Maintained School,Voluntary aided school,Primary,0,0
Shipley College,Exhibition Road,Saltaire,BD18 3JW,Mr Nav Chohan,,01756 730259,Maintained School,Voluntary controlled school,Primary,0,0
Shirley Manor Primary School,Methuen Oval,Bradford,BD12 8SA,Mrs Heather Lacey,,01756 793426,Maintained School,Voluntary controlled school,Primary,0,0
Silsden Primary School,Elliott Street,Keighley,BD20 0AW,Mr Karl Russell,,01729 822248,Maintained School,Community school,Primary,0,0
Skipton Girls' High School,Gargrave Road,Skipton,BD23 1QL,Mrs Jenn Plews,,01729 860282,Maintained School,Voluntary aided school,Primary,0,0
Skipton Parish Church Church of England Voluntary Controlled Primary School,Brougham Street,Skipton,BD23 2ES,Ms Lucy Peberdy,,01729 840360,Maintained School,Voluntary aided school,Primary,0,0
"Skipton, Greatwood Community Primary School",Pinhaw Road,Skipton,BD23 2SJ,Mrs Jonelle Yeoman,,01729 822019,Maintained School,Voluntary controlled school,Primary,0,0
"Skipton, Ings Community Primary and Nursery School",Broughton Road,Skipton,BD23 1TE,,,01274 722981,Maintained School,Community school,Primary,0,0
